gpu num: 8
prefix ./models/r50-arcface-retina/model
image_size [112, 112]
num_classes 93431
Called with argument: Namespace(batch_size=512, ckpt=3, ctx_num=8, ctx_num_classes=11679, dataset='retina', extra_model_name='', frequent=20, image_channel=3, kvstore='device', local_class_start=0, local_num_classes=93432, loss='arcface', lr=0.1, lr_steps='100000,160000,220000', models_root='./models', mom=0.9, network='r50', per_batch_size=64, pretrained='', pretrained_epoch=1, rescale_threshold=0, verbose=2000, wd=0.0005, worker_id=0) {'bn_mom': 0.9, 'workspace': 256, 'emb_size': 512, 'ckpt_embedding': True, 'net_se': 0, 'net_act': 'prelu', 'net_unit': 3, 'net_input': 1, 'net_blocks': [1, 4, 6, 2], 'net_output': 'E', 'net_multiplier': 1.0, 'val_targets': ['lfw', 'cfp_fp', 'agedb_30'], 'ce_loss': True, 'fc7_lr_mult': 1.0, 'fc7_wd_mult': 1.0, 'fc7_no_bias': False, 'max_steps': 0, 'data_rand_mirror': True, 'data_cutoff': False, 'data_color': 0, 'data_images_filter': 0, 'count_flops': True, 'memonger': False, 'loss_name': 'margin_softmax', 'loss_s': 64.0, 'loss_m1': 1.0, 'loss_m2': 0.5, 'loss_m3': 0.0, 'net_name': 'fresnet', 'num_layers': 50, 'dataset': 'retina', 'dataset_path': '../datasets/ms1m-retinaface', 'num_classes': 93431, 'image_shape': [112, 112, 3], 'loss': 'arcface', 'network': 'r50', 'num_workers': 1, 'batch_size': 512, 'per_batch_size': 64}
0 1 E 3 prelu False
Network FLOPs: 12.6G
INFO:root:loading recordio ../datasets/ms1m-retinaface/train.rec...
header0 label [5179511. 5272942.]
id2range 93431
5179510
rand_mirror True
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver lfw
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
loading bin 12000
loading bin 13000
(14000, 3, 112, 112)
ver cfp_fp
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver agedb_30
lr_steps [100000, 160000, 220000]
call reset()in_bind
 False [('data', (512, 3, 112, 112))] [('softmax_label', (512,))]
_data_shape (512, 3, 112, 112) [('softmax_label', (512,))]
[18:18:28] src/kvstore/././comm.h:744: only 0 out of 56 GPU pairs are enabled direct access. It may affect the performance. You can set MXNET_ENABLE_GPU_P2P=0 to turn it off
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:29] src/operator/nn/./cudnn/./cudnn_algoreg-inl.h:97: Running performance tests to find the best convolution algorithm, this can take a while... (set the environment variable MXNET_CUDNN_AUTOTUNE_DEFAULT to 0 to disable)
INFO:root:Iter[0] Batch [20]	Speed: 523.28 samples/sec
INFO:root:Iter[14] Batch [880]	Speed: 635.37 samples/sec
INFO:root:Iter[14] Batch [900]	Speed: 619.03 samples/sec
INFO:root:Iter[14] Batch [920]	Speed: 646.19 samples/sec
INFO:root:Iter[14] Batch [940]	Speed: 636.74 samples/sec
INFO:root:Iter[14] Batch [960]	Speed: 634.86 samples/sec
INFO:root:Iter[14] Batch [980]	Speed: 624.14 samples/sec
INFO:root:Iter[14] Batch [1000]	Speed: 617.07 samples/sec
INFO:root:Iter[14] Batch [1020]	Speed: 622.55 samples/sec
INFO:root:Iter[14] Batch [1040]	Speed: 654.56 samples/sec
INFO:root:Iter[14] Batch [1060]	Speed: 599.67 samples/sec
INFO:root:Iter[14] Batch [1080]	Speed: 649.26 samples/sec
INFO:root:Iter[14] Batch [1100]	Speed: 617.03 samples/sec
INFO:root:Iter[14] Batch [1120]	Speed: 648.57 samples/sec
INFO:root:Iter[14] Batch [1140]	Speed: 629.45 samples/sec
INFO:root:Iter[14] Batch [1160]	Speed: 641.87 samples/sec
INFO:root:Iter[14] Batch [1180]	Speed: 617.22 samples/sec
INFO:root:Iter[14] Batch [1200]	Speed: 641.63 samples/sec
INFO:root:Iter[14] Batch [1220]	Speed: 619.93 samples/sec
INFO:root:Iter[14] Batch [1240]	Speed: 634.41 samples/sec
INFO:root:Iter[14] Batch [1260]	Speed: 637.86 samples/sec
INFO:root:Iter[14] Batch [1280]	Speed: 618.79 samples/sec
INFO:root:Iter[14] Batch [1300]	Speed: 623.06 samples/sec
INFO:root:Iter[14] Batch [1320]	Speed: 629.53 samples/sec
INFO:root:Iter[14] Batch [1340]	Speed: 627.79 samples/sec
INFO:root:Iter[14] Batch [1360]	Speed: 646.36 samples/sec
lr-batch-epoch: 0.010000000000000002 1375 14
INFO:root:Iter[14] Batch [1380]	Speed: 604.70 samples/sec
INFO:root:Iter[14] Batch [1400]	Speed: 634.04 samples/sec
INFO:root:Iter[14] Batch [1420]	Speed: 628.44 samples/sec
INFO:root:Iter[14] Batch [1440]	Speed: 613.79 samples/sec
INFO:root:Iter[14] Batch [1460]	Speed: 628.58 samples/sec
INFO:root:Iter[14] Batch [1480]	Speed: 631.77 samples/sec
INFO:root:Iter[14] Batch [1500]	Speed: 628.14 samples/sec
INFO:root:Iter[14] Batch [1520]	Speed: 641.92 samples/sec
INFO:root:Iter[14] Batch [1540]	Speed: 624.33 samples/sec
INFO:root:Iter[14] Batch [1560]	Speed: 613.76 samples/sec
INFO:root:Iter[14] Batch [1580]	Speed: 608.82 samples/sec
INFO:root:Iter[14] Batch [1600]	Speed: 619.59 samples/sec
INFO:root:Iter[14] Batch [1620]	Speed: 633.53 samples/sec
INFO:root:Iter[14] Batch [1640]	Speed: 632.40 samples/sec
INFO:root:Iter[14] Batch [1660]	Speed: 592.66 samples/sec
INFO:root:Iter[14] Batch [1680]	Speed: 604.21 samples/sec
INFO:root:Iter[14] Batch [1700]	Speed: 584.37 samples/sec
INFO:root:Iter[14] Batch [1720]	Speed: 600.94 samples/sec
INFO:root:Iter[14] Batch [1740]	Speed: 622.59 samples/sec
INFO:root:Iter[14] Batch [1760]	Speed: 610.56 samples/sec
INFO:root:Iter[14] Batch [1780]	Speed: 622.72 samples/sec
INFO:root:Iter[14] Batch [1800]	Speed: 613.12 samples/sec
INFO:root:Iter[14] Batch [1820]	Speed: 614.09 samples/sec
INFO:root:Iter[14] Batch [1840]	Speed: 617.20 samples/sec
INFO:root:Iter[14] Batch [1860]	Speed: 614.48 samples/sec
INFO:root:Iter[14] Batch [1880]	Speed: 602.27 samples/sec
INFO:root:Iter[14] Batch [1900]	Speed: 602.81 samples/sec
INFO:root:Iter[14] Batch [1920]	Speed: 614.33 samples/sec
INFO:root:Iter[14] Batch [1940]	Speed: 604.95 samples/sec
INFO:root:Iter[14] Batch [1960]	Speed: 609.42 samples/sec
INFO:root:Iter[14] Batch [1980]	Speed: 646.30 samples/sec
INFO:root:Iter[14] Batch [2000]	Speed: 620.86 samples/sec
INFO:root:Iter[14] Batch [2020]	Speed: 611.21 samples/sec
INFO:root:Iter[14] Batch [2040]	Speed: 629.13 samples/sec
INFO:root:Iter[14] Batch [2060]	Speed: 624.43 samples/sec
INFO:root:Iter[14] Batch [2080]	Speed: 597.50 samples/sec
INFO:root:Iter[14] Batch [2100]	Speed: 639.74 samples/sec
INFO:root:Iter[14] Batch [2120]	Speed: 624.40 samples/sec
INFO:root:Iter[14] Batch [2140]	Speed: 650.53 samples/sec
INFO:root:Iter[14] Batch [2160]	Speed: 626.09 samples/sec
INFO:root:Iter[14] Batch [2180]	Speed: 631.65 samples/sec
INFO:root:Iter[14] Batch [2200]	Speed: 620.63 samples/sec
INFO:root:Iter[14] Batch [2220]	Speed: 594.66 samples/sec
INFO:root:Iter[14] Batch [2240]	Speed: 615.84 samples/sec
INFO:root:Iter[14] Batch [2260]	Speed: 598.00 samples/sec
INFO:root:Iter[14] Batch [2280]	Speed: 608.22 samples/sec
INFO:root:Iter[14] Batch [2300]	Speed: 625.44 samples/sec
INFO:root:Iter[14] Batch [2320]	Speed: 610.97 samples/sec
INFO:root:Iter[14] Batch [2340]	Speed: 614.56 samples/sec
INFO:root:Iter[14] Batch [2360]	Speed: 626.02 samples/sec
{fc7_acc} 144000 0.38085938
lr-batch-epoch: 0.010000000000000002 2375 14
testing verification..
(12000, 512)
infer time 4.659367
[lfw][144000]XNorm: 22.737742
[lfw][144000]Accuracy-Flip: 0.99667+-0.00365
testing verification..
(14000, 512)
infer time 5.400553000000001
[cfp_fp][144000]XNorm: 21.160134
[cfp_fp][144000]Accuracy-Flip: 0.98014+-0.00627
testing verification..
(12000, 512)
infer time 4.036646999999999
[agedb_30][144000]XNorm: 22.582316
[agedb_30][144000]Accuracy-Flip: 0.97750+-0.00638
saving 1
INFO:root:Saved checkpoint to "./models/r50-arcface-retina/model-0001.params"
[144000]Accuracy-Highest: 0.97750
INFO:root:Iter[14] Batch [2380]	Speed: 242.91 samples/sec
INFO:root:Iter[14] Batch [2400]	Speed: 772.32 samples/sec
INFO:root:Iter[14] Batch [2420]	Speed: 735.79 samples/sec
INFO:root:Iter[14] Batch [2440]	Speed: 701.44 samples/sec
INFO:root:Iter[14] Batch [2460]	Speed: 709.79 samples/sec
INFO:root:Iter[14] Batch [2480]	Speed: 726.18 samples/sec
INFO:root:Iter[14] Batch [2500]	Speed: 649.76 samples/sec
INFO:root:Iter[14] Batch [2520]	Speed: 694.57 samples/sec
INFO:root:Iter[14] Batch [2540]	Speed: 648.24 samples/sec
INFO:root:Iter[14] Batch [2560]	Speed: 650.62 samples/sec
INFO:root:Iter[14] Batch [2580]	Speed: 625.59 samples/sec
INFO:root:Iter[14] Batch [2600]	Speed: 680.34 samples/sec
INFO:root:Iter[14] Batch [2620]	Speed: 648.09 samples/sec
INFO:root:Iter[14] Batch [2640]	Speed: 680.24 samples/sec
INFO:root:Iter[14] Batch [2660]	Speed: 694.36 samples/sec
INFO:root:Iter[14] Batch [2680]	Speed: 639.44 samples/sec
INFO:root:Iter[14] Batch [2700]	Speed: 626.35 samples/sec
INFO:root:Iter[14] Batch [2720]	Speed: 608.66 samples/sec
INFO:root:Iter[14] Batch [2740]	Speed: 597.32 samples/sec
INFO:root:Iter[14] Batch [2760]	Speed: 638.98 samples/sec
INFO:root:Iter[14] Batch [2780]	Speed: 657.68 samples/sec
INFO:root:Iter[14] Batch [2800]	Speed: 648.45 samples/sec
INFO:root:Iter[14] Batch [2820]	Speed: 620.92 samples/sec
INFO:root:Iter[14] Batch [2840]	Speed: 631.68 samples/sec
INFO:root:Iter[14] Batch [2860]	Speed: 633.04 samples/sec
INFO:root:Iter[14] Batch [2880]	Speed: 632.54 samples/sec
INFO:root:Iter[14] Batch [2900]	Speed: 625.90 samples/sec
INFO:root:Iter[14] Batch [2920]	Speed: 623.62 samples/sec
INFO:root:Iter[14] Batch [2940]	Speed: 636.12 samples/sec
INFO:root:Iter[14] Batch [2960]	Speed: 626.31 samples/sec
INFO:root:Iter[14] Batch [2980]	Speed: 618.35 samples/sec
INFO:root:Iter[14] Batch [3000]	Speed: 592.97 samples/sec
INFO:root:Iter[14] Batch [3020]	Speed: 652.24 samples/sec
INFO:root:Iter[14] Batch [3040]	Speed: 625.85 samples/sec
INFO:root:Iter[14] Batch [3060]	Speed: 598.75 samples/sec
INFO:root:Iter[14] Batch [3080]	Speed: 609.01 samples/sec
INFO:root:Iter[14] Batch [3100]	Speed: 617.53 samples/sec
INFO:root:Iter[14] Batch [3120]	Speed: 612.35 samples/sec
INFO:root:Iter[14] Batch [3140]	Speed: 624.73 samples/sec
INFO:root:Iter[14] Batch [3160]	Speed: 626.61 samples/sec
INFO:root:Iter[14] Batch [3180]	Speed: 607.07 samples/sec
INFO:root:Iter[14] Batch [3200]	Speed: 603.54 samples/sec
INFO:root:Iter[14] Batch [3220]	Speed: 610.10 samples/sec
INFO:root:Iter[14] Batch [3240]	Speed: 624.87 samples/sec
INFO:root:Iter[14] Batch [3260]	Speed: 612.16 samples/sec
INFO:root:Iter[14] Batch [3280]	Speed: 611.41 samples/sec
INFO:root:Iter[14] Batch [3300]	Speed: 626.13 samples/sec
INFO:root:Iter[14] Batch [3320]	Speed: 617.63 samples/sec
INFO:root:Iter[14] Batch [3340]	Speed: 610.64 samples/sec
INFO:root:Iter[14] Batch [3360]	Speed: 595.55 samples/sec
lr-batch-epoch: 0.010000000000000002 3375 14
INFO:root:Iter[14] Batch [3380]	Speed: 615.24 samples/sec
INFO:root:Iter[14] Batch [3400]	Speed: 627.52 samples/sec
INFO:root:Iter[14] Batch [3420]	Speed: 621.81 samples/sec
INFO:root:Iter[14] Batch [3440]	Speed: 607.20 samples/sec
INFO:root:Iter[14] Batch [3460]	Speed: 602.96 samples/sec
INFO:root:Iter[14] Batch [3480]	Speed: 606.83 samples/sec
INFO:root:Iter[14] Batch [3500]	Speed: 615.81 samples/sec
INFO:root:Iter[14] Batch [3520]	Speed: 604.06 samples/sec
INFO:root:Iter[14] Batch [3540]	Speed: 626.35 samples/sec
INFO:root:Iter[14] Batch [3560]	Speed: 592.34 samples/sec
INFO:root:Iter[14] Batch [3580]	Speed: 614.77 samples/sec
INFO:root:Iter[14] Batch [3600]	Speed: 613.95 samples/sec
INFO:root:Iter[14] Batch [3620]	Speed: 613.78 samples/sec
INFO:root:Iter[14] Batch [3640]	Speed: 612.82 samples/sec
INFO:root:Iter[14] Batch [3660]	Speed: 615.26 samples/sec
INFO:root:Iter[14] Batch [3680]	Speed: 621.03 samples/sec
INFO:root:Iter[14] Batch [3700]	Speed: 615.92 samples/sec
INFO:root:Iter[14] Batch [3720]	Speed: 620.30 samples/sec
INFO:root:Iter[14] Batch [3740]	Speed: 616.40 samples/sec
INFO:root:Iter[14] Batch [3760]	Speed: 619.03 samples/sec
INFO:root:Iter[14] Batch [3780]	Speed: 607.68 samples/sec
INFO:root:Iter[14] Batch [3800]	Speed: 608.68 samples/sec
INFO:root:Iter[14] Batch [3820]	Speed: 622.32 samples/sec
INFO:root:Iter[14] Batch [3840]	Speed: 609.20 samples/sec
INFO:root:Iter[14] Batch [3860]	Speed: 611.62 samples/sec
INFO:root:Iter[14] Batch [3880]	Speed: 614.83 samples/sec
INFO:root:Iter[14] Batch [3900]	Speed: 626.50 samples/sec
INFO:root:Iter[14] Batch [3920]	Speed: 606.06 samples/sec
INFO:root:Iter[14] Batch [3940]	Speed: 600.32 samples/sec
INFO:root:Iter[14] Batch [3960]	Speed: 643.89 samples/sec
INFO:root:Iter[14] Batch [3980]	Speed: 613.35 samples/sec
INFO:root:Iter[14] Batch [4000]	Speed: 639.89 samples/sec
INFO:root:Iter[14] Batch [4020]	Speed: 601.35 samples/sec
INFO:root:Iter[14] Batch [4040]	Speed: 628.25 samples/sec
INFO:root:Iter[14] Batch [4060]	Speed: 604.75 samples/sec
INFO:root:Iter[14] Batch [4080]	Speed: 618.84 samples/sec
INFO:root:Iter[14] Batch [4100]	Speed: 600.09 samples/sec
INFO:root:Iter[14] Batch [4120]	Speed: 615.49 samples/sec
INFO:root:Iter[14] Batch [4140]	Speed: 622.10 samples/sec
INFO:root:Iter[14] Batch [4160]	Speed: 602.72 samples/sec
INFO:root:Iter[14] Batch [4180]	Speed: 640.77 samples/sec
INFO:root:Iter[14] Batch [4200]	Speed: 605.03 samples/sec
INFO:root:Iter[14] Batch [4220]	Speed: 600.72 samples/sec
INFO:root:Iter[14] Batch [4240]	Speed: 600.84 samples/sec
INFO:root:Iter[14] Batch [4260]	Speed: 614.74 samples/sec
INFO:root:Iter[14] Batch [4280]	Speed: 601.38 samples/sec
INFO:root:Iter[14] Batch [4300]	Speed: 612.18 samples/sec
INFO:root:Iter[14] Batch [4320]	Speed: 605.15 samples/sec
INFO:root:Iter[14] Batch [4340]	Speed: 601.70 samples/sec
INFO:root:Iter[14] Batch [4360]	Speed: 602.31 samples/sec
{fc7_acc} 146000 0.34375
lr-batch-epoch: 0.010000000000000002 4375 14
testing verification..
(12000, 512)
infer time 4.611288
[lfw][146000]XNorm: 22.803929
[lfw][146000]Accuracy-Flip: 0.99767+-0.00260
testing verification..
(14000, 512)
infer time 5.253866999999999
[cfp_fp][146000]XNorm: 20.878355
[cfp_fp][146000]Accuracy-Flip: 0.98000+-0.00753
testing verification..
(12000, 512)
infer time 4.520581999999999
[agedb_30][146000]XNorm: 22.532789
[agedb_30][146000]Accuracy-Flip: 0.97517+-0.00776
[146000]Accuracy-Highest: 0.97750
INFO:root:Iter[14] Batch [4380]	Speed: 246.95 samples/sec
INFO:root:Iter[14] Batch [4400]	Speed: 765.97 samples/sec
INFO:root:Iter[14] Batch [4420]	Speed: 774.84 samples/sec
INFO:root:Iter[14] Batch [4440]	Speed: 764.36 samples/sec
INFO:root:Iter[14] Batch [4460]	Speed: 734.91 samples/sec
INFO:root:Iter[14] Batch [4480]	Speed: 770.62 samples/sec
INFO:root:Iter[14] Batch [4500]	Speed: 712.66 samples/sec
INFO:root:Iter[14] Batch [4520]	Speed: 662.42 samples/sec
INFO:root:Iter[14] Batch [4540]	Speed: 615.05 samples/sec
INFO:root:Iter[14] Batch [4560]	Speed: 645.27 samples/sec
INFO:root:Iter[14] Batch [4580]	Speed: 631.30 samples/sec
INFO:root:Iter[14] Batch [4600]	Speed: 641.42 samples/sec
INFO:root:Iter[14] Batch [4620]	Speed: 647.55 samples/sec
INFO:root:Iter[14] Batch [4640]	Speed: 623.55 samples/sec
INFO:root:Iter[14] Batch [4660]	Speed: 595.35 samples/sec
INFO:root:Iter[14] Batch [4680]	Speed: 676.84 samples/sec
INFO:root:Iter[14] Batch [4700]	Speed: 627.68 samples/sec
INFO:root:Iter[14] Batch [4720]	Speed: 624.44 samples/sec
INFO:root:Iter[14] Batch [4740]	Speed: 656.89 samples/sec
INFO:root:Iter[14] Batch [4760]	Speed: 607.00 samples/sec
INFO:root:Iter[14] Batch [4780]	Speed: 670.24 samples/sec
INFO:root:Iter[14] Batch [4800]	Speed: 617.03 samples/sec
INFO:root:Iter[14] Batch [4820]	Speed: 635.90 samples/sec
INFO:root:Iter[14] Batch [4840]	Speed: 637.29 samples/sec
INFO:root:Iter[14] Batch [4860]	Speed: 627.81 samples/sec
INFO:root:Iter[14] Batch [4880]	Speed: 599.52 samples/sec
INFO:root:Iter[14] Batch [4900]	Speed: 619.92 samples/sec
INFO:root:Iter[14] Batch [4920]	Speed: 601.90 samples/sec
INFO:root:Iter[14] Batch [4940]	Speed: 620.51 samples/sec
INFO:root:Iter[14] Batch [4960]	Speed: 597.30 samples/sec
INFO:root:Iter[14] Batch [4980]	Speed: 597.81 samples/sec
INFO:root:Iter[14] Batch [5000]	Speed: 608.87 samples/sec
INFO:root:Iter[14] Batch [5020]	Speed: 599.69 samples/sec
INFO:root:Iter[14] Batch [5040]	Speed: 613.84 samples/sec
INFO:root:Iter[14] Batch [5060]	Speed: 638.67 samples/sec
INFO:root:Iter[14] Batch [5080]	Speed: 616.67 samples/sec
INFO:root:Iter[14] Batch [5100]	Speed: 610.16 samples/sec
INFO:root:Iter[14] Batch [5120]	Speed: 621.85 samples/sec
INFO:root:Iter[14] Batch [5140]	Speed: 609.91 samples/sec
INFO:root:Iter[14] Batch [5160]	Speed: 623.57 samples/sec
INFO:root:Iter[14] Batch [5180]	Speed: 635.37 samples/sec
INFO:root:Iter[14] Batch [5200]	Speed: 616.99 samples/sec
INFO:root:Iter[14] Batch [5220]	Speed: 627.88 samples/sec
INFO:root:Iter[14] Batch [5240]	Speed: 622.61 samples/sec
INFO:root:Iter[14] Batch [5260]	Speed: 623.86 samples/sec
INFO:root:Iter[14] Batch [5280]	Speed: 626.72 samples/sec
INFO:root:Iter[14] Batch [5300]	Speed: 595.26 samples/sec
INFO:root:Iter[14] Batch [5320]	Speed: 608.51 samples/sec
INFO:root:Iter[14] Batch [5340]	Speed: 612.31 samples/sec
INFO:root:Iter[14] Batch [5360]	Speed: 632.83 samples/sec
lr-batch-epoch: 0.010000000000000002 5375 14
INFO:root:Iter[14] Batch [5380]	Speed: 622.07 samples/sec
INFO:root:Iter[14] Batch [5400]	Speed: 631.39 samples/sec
INFO:root:Iter[14] Batch [5420]	Speed: 638.83 samples/sec
INFO:root:Iter[14] Batch [5440]	Speed: 604.55 samples/sec
INFO:root:Iter[14] Batch [5460]	Speed: 622.89 samples/sec
INFO:root:Iter[14] Batch [5480]	Speed: 606.50 samples/sec
INFO:root:Iter[14] Batch [5500]	Speed: 640.66 samples/sec
INFO:root:Iter[14] Batch [5520]	Speed: 614.06 samples/sec
INFO:root:Iter[14] Batch [5540]	Speed: 642.63 samples/sec
INFO:root:Iter[14] Batch [5560]	Speed: 605.13 samples/sec
INFO:root:Iter[14] Batch [5580]	Speed: 607.31 samples/sec
INFO:root:Iter[14] Batch [5600]	Speed: 593.53 samples/sec
INFO:root:Iter[14] Batch [5620]	Speed: 612.06 samples/sec
INFO:root:Iter[14] Batch [5640]	Speed: 600.97 samples/sec
INFO:root:Iter[14] Batch [5660]	Speed: 627.06 samples/sec
INFO:root:Iter[14] Batch [5680]	Speed: 614.30 samples/sec
INFO:root:Iter[14] Batch [5700]	Speed: 630.24 samples/sec
INFO:root:Iter[14] Batch [5720]	Speed: 648.43 samples/sec
INFO:root:Iter[14] Batch [5740]	Speed: 626.47 samples/sec
INFO:root:Iter[14] Batch [5760]	Speed: 617.12 samples/sec
INFO:root:Iter[14] Batch [5780]	Speed: 633.77 samples/sec
INFO:root:Iter[14] Batch [5800]	Speed: 625.60 samples/sec
INFO:root:Iter[14] Batch [5820]	Speed: 587.50 samples/sec
INFO:root:Iter[14] Batch [5840]	Speed: 622.58 samples/sec
INFO:root:Iter[14] Batch [5860]	Speed: 601.87 samples/sec
INFO:root:Iter[14] Batch [5880]	Speed: 620.69 samples/sec
INFO:root:Iter[14] Batch [5900]	Speed: 618.26 samples/sec
INFO:root:Iter[14] Batch [5920]	Speed: 624.40 samples/sec
INFO:root:Iter[14] Batch [5940]	Speed: 609.66 samples/sec
INFO:root:Iter[14] Batch [5960]	Speed: 616.86 samples/sec
INFO:root:Iter[14] Batch [5980]	Speed: 648.69 samples/sec
INFO:root:Iter[14] Batch [6000]	Speed: 619.76 samples/sec
INFO:root:Iter[14] Batch [6020]	Speed: 602.08 samples/sec
INFO:root:Iter[14] Batch [6040]	Speed: 630.91 samples/sec
INFO:root:Iter[14] Batch [6060]	Speed: 619.92 samples/sec
INFO:root:Iter[14] Batch [6080]	Speed: 619.57 samples/sec
INFO:root:Iter[14] Batch [6100]	Speed: 608.21 samples/sec
INFO:root:Iter[14] Batch [6120]	Speed: 615.55 samples/sec
INFO:root:Iter[14] Batch [6140]	Speed: 612.73 samples/sec
INFO:root:Iter[14] Batch [6160]	Speed: 611.79 samples/sec
INFO:root:Iter[14] Batch [6180]	Speed: 602.59 samples/sec
INFO:root:Iter[14] Batch [6200]	Speed: 595.66 samples/sec
INFO:root:Iter[14] Batch [6220]	Speed: 619.47 samples/sec
INFO:root:Iter[14] Batch [6240]	Speed: 604.57 samples/sec
INFO:root:Iter[14] Batch [6260]	Speed: 624.54 samples/sec
INFO:root:Iter[14] Batch [6280]	Speed: 600.97 samples/sec
INFO:root:Iter[14] Batch [6300]	Speed: 592.36 samples/sec
INFO:root:Iter[14] Batch [6320]	Speed: 613.26 samples/sec
INFO:root:Iter[14] Batch [6340]	Speed: 665.46 samples/sec
INFO:root:Iter[14] Batch [6360]	Speed: 596.75 samples/sec
{fc7_acc} 148000 0.3671875
lr-batch-epoch: 0.010000000000000002 6375 14
testing verification..
(12000, 512)
infer time 4.334922999999998
[lfw][148000]XNorm: 22.301018
[lfw][148000]Accuracy-Flip: 0.99633+-0.00267
testing verification..
(14000, 512)
infer time 5.348769999999998
[cfp_fp][148000]XNorm: 20.621164
[cfp_fp][148000]Accuracy-Flip: 0.98100+-0.00572
testing verification..
(12000, 512)
infer time 4.167936999999999
[agedb_30][148000]XNorm: 22.039533
[agedb_30][148000]Accuracy-Flip: 0.97717+-0.00863
[148000]Accuracy-Highest: 0.97750
INFO:root:Iter[14] Batch [6380]	Speed: 247.86 samples/sec
INFO:root:Iter[14] Batch [6400]	Speed: 767.74 samples/sec
INFO:root:Iter[14] Batch [6420]	Speed: 749.39 samples/sec
INFO:root:Iter[14] Batch [6440]	Speed: 743.62 samples/sec
INFO:root:Iter[14] Batch [6460]	Speed: 790.96 samples/sec
INFO:root:Iter[14] Batch [6480]	Speed: 761.43 samples/sec
INFO:root:Iter[14] Batch [6500]	Speed: 714.95 samples/sec
INFO:root:Iter[14] Batch [6520]	Speed: 690.99 samples/sec
INFO:root:Iter[14] Batch [6540]	Speed: 625.02 samples/sec
INFO:root:Iter[14] Batch [6560]	Speed: 676.31 samples/sec
INFO:root:Iter[14] Batch [6580]	Speed: 676.95 samples/sec
INFO:root:Iter[14] Batch [6600]	Speed: 693.41 samples/sec
INFO:root:Iter[14] Batch [6620]	Speed: 676.39 samples/sec
INFO:root:Iter[14] Batch [6640]	Speed: 748.89 samples/sec
INFO:root:Iter[14] Batch [6660]	Speed: 631.91 samples/sec
INFO:root:Iter[14] Batch [6680]	Speed: 696.32 samples/sec
INFO:root:Iter[14] Batch [6700]	Speed: 682.67 samples/sec
INFO:root:Iter[14] Batch [6720]	Speed: 660.15 samples/sec
INFO:root:Iter[14] Batch [6740]	Speed: 791.66 samples/sec
INFO:root:Iter[14] Batch [6760]	Speed: 708.69 samples/sec
INFO:root:Iter[14] Batch [6780]	Speed: 721.86 samples/sec
INFO:root:Iter[14] Batch [6800]	Speed: 673.59 samples/sec
INFO:root:Iter[14] Batch [6820]	Speed: 614.90 samples/sec
INFO:root:Iter[14] Batch [6840]	Speed: 654.09 samples/sec
INFO:root:Iter[14] Batch [6860]	Speed: 646.25 samples/sec
INFO:root:Iter[14] Batch [6880]	Speed: 678.43 samples/sec
INFO:root:Iter[14] Batch [6900]	Speed: 686.58 samples/sec
INFO:root:Iter[14] Batch [6920]	Speed: 657.39 samples/sec
INFO:root:Iter[14] Batch [6940]	Speed: 637.94 samples/sec
INFO:root:Iter[14] Batch [6960]	Speed: 646.78 samples/sec
INFO:root:Iter[14] Batch [6980]	Speed: 644.32 samples/sec
INFO:root:Iter[14] Batch [7000]	Speed: 654.02 samples/sec
INFO:root:Iter[14] Batch [7020]	Speed: 642.52 samples/sec
INFO:root:Iter[14] Batch [7040]	Speed: 668.87 samples/sec
INFO:root:Iter[14] Batch [7060]	Speed: 637.51 samples/sec
INFO:root:Iter[14] Batch [7080]	Speed: 625.36 samples/sec
INFO:root:Iter[14] Batch [7100]	Speed: 599.88 samples/sec
INFO:root:Iter[14] Batch [7120]	Speed: 643.18 samples/sec
INFO:root:Iter[14] Batch [7140]	Speed: 630.23 samples/sec
INFO:root:Iter[14] Batch [7160]	Speed: 618.33 samples/sec
INFO:root:Iter[14] Batch [7180]	Speed: 677.78 samples/sec
INFO:root:Iter[14] Batch [7200]	Speed: 653.80 samples/sec
INFO:root:Iter[14] Batch [7220]	Speed: 625.83 samples/sec
INFO:root:Iter[14] Batch [7240]	Speed: 641.23 samples/sec
INFO:root:Iter[14] Batch [7260]	Speed: 652.70 samples/sec
INFO:root:Iter[14] Batch [7280]	Speed: 684.25 samples/sec
INFO:root:Iter[14] Batch [7300]	Speed: 693.87 samples/sec
